Security,Name,Sector,INDUSTRY,Year,Quarter,Index,Closing Stock Price,SP Volatility,MC RAW,Log MCap,PB RAW,Book to Mkt,ROA,Total Assets,Asset Growth,ESGCombinedScore,EnvironmentPillarScore,GovernancePillarScore,SocialPillarScore,ESG Momentum,ESG Mom-Env,ESG Mom - Gov,ESG Mom - Social
CG CN EQUITY,Centerra Gold Inc,Materials,Natural Resources,2015,Q1,2015-Q1,6.18,0.651587804,1461286656,21.10258316,0.878944993,1.137727626,-2.659836054,1629.081984,0.002813143,0.430833334,0.596965852,0.24241313,0.400506036,-0.019803552,-0.03615431,-0.030103716,0.000781278
CG CN EQUITY,Centerra Gold Inc,Materials,Natural Resources,2015,Q2,2015-Q2,7.1,0.792821964,1678975872,21.24144984,0.804591,1.242867494,-0.330031991,1673.250048,0.027112241,0.430833334,0.596965852,0.24241313,0.400506036,-0.019803552,-0.03615431,-0.030103716,0.000781278
CG CN EQUITY,Centerra Gold Inc,Materials,Natural Resources,2015,Q3,2015-Q3,7.54,0.724586089,1783639808,21.30192195,0.929150999,1.076251332,2.898155928,1692.093952,0.011261858,0.430833334,0.596965852,0.24241313,0.400506036,-0.019803552,-0.03615431,-0.030103716,0.000781278
CG CN EQUITY,Centerra Gold Inc,Materials,Natural Resources,2015,Q4,2015-Q4,6.59,0.77783353,1566119552,21.17186677,0.935203016,1.069286543,2.016031027,1668.39296,-0.014006901,0.430833334,0.596965852,0.24241313,0.400506036,-0.019803552,-0.03615431,-0.030103716,0.000781278
CG CN EQUITY,Centerra Gold Inc,Materials,Natural Resources,2016,Q1,2016-Q1,6.03,0.653318452,1459316864,21.10123426,0.797906995,1.253278899,2.53095603,1660.583936,-0.004680566,0.338420126,0.607485242,0.244026381,0.40340678,-0.092413209,0.01051939,0.001613251,0.002900744
CG CN EQUITY,Centerra Gold Inc,Materials,Natural Resources,2016,Q2,2016-Q2,7.7,0.565117982,1863472640,21.34570759,0.774574995,1.291030573,1.135853052,1674.189952,0.008193513,0.338420126,0.607485242,0.244026381,0.40340678,-0.092413209,0.01051939,0.001613251,0.002900744
CG CN EQUITY,Centerra Gold Inc,Materials,Natural Resources,2016,Q3,2016-Q3,7.19,1.051677232,1931298176,21.38145824,0.991587996,1.008483366,5.90E-05,1711.796992,0.022462827,0.338420126,0.607485242,0.244026381,0.40340678,-0.092413209,0.01051939,0.001613251,0.002900744
CG CN EQUITY,Centerra Gold Inc,Materials,Natural Resources,2016,Q4,2016-Q4,6.29,0.997697349,1832127872,21.3287439,0.879970014,1.136402359,4.735931873,1922.494976,0.123085848,0.338420126,0.607485242,0.244026381,0.40340678,-0.092413209,0.01051939,0.001613251,0.002900744
CG CN EQUITY,Centerra Gold Inc,Materials,Natural Resources,2017,Q1,2017-Q1,7.65,0.992253328,2228280064,21.52449585,0.746690989,1.33924209,7.023139954,2654.750976,0.380888382,0.423557754,0.577444077,0.240177638,0.40086538,0.085137629,-0.030041165,-0.003848742,-0.0025414
CG CN EQUITY,Centerra Gold Inc,Materials,Natural Resources,2017,Q2,2017-Q2,7.08,0.972055383,2062270976,21.44707363,0.89022398,1.123312809,8.734791756,2686.119936,0.011816159,0.423557754,0.577444077,0.240177638,0.40086538,0.085137629,-0.030041165,-0.003848742,-0.0025414
CG CN EQUITY,Centerra Gold Inc,Materials,Natural Resources,2017,Q3,2017-Q3,8.79,1.041357287,2560387840,21.66342458,0.833432972,1.199856537,9.632608414,2668.32512,-0.006624729,0.423557754,0.577444077,0.240177638,0.40086538,0.085137629,-0.030041165,-0.003848742,-0.0025414
CG CN EQUITY,Centerra Gold Inc,Materials,Natural Resources,2017,Q4,2017-Q4,6.44,1.104426699,1879076608,21.35404633,1.080116987,0.925825639,6.253612995,2656.649984,-0.004375455,0.423557754,0.577444077,0.240177638,0.40086538,0.085137629,-0.030041165,-0.003848742,-0.0025414
CG CN EQUITY,Centerra Gold Inc,Materials,Natural Resources,2018,Q1,2018-Q1,7.39,1.005994533,2156290560,21.49165525,0.740595996,1.350263848,7.721977234,2772.175104,0.043485262,0.569500134,0.735034374,0.324025118,0.57450918,0.145942379,0.157590298,0.083847479,0.1736438
CG CN EQUITY,Centerra Gold Inc,Materials,Natural Resources,2018,Q2,2018-Q2,7.31,1.78009363,2133223808,21.4809002,0.818826973,1.221259231,5.825333118,2862.88512,0.032721604,0.569500134,0.735034374,0.324025118,0.57450918,0.145942379,0.157590298,0.083847479,0.1736438
CG CN EQUITY,Centerra Gold Inc,Materials,Natural Resources,2018,Q3,2018-Q3,5.15,2.395834928,1503484800,21.13105145,0.775425017,1.289615344,6.584752083,2850.45504,-0.004341802,0.569500134,0.735034374,0.324025118,0.57450918,0.145942379,0.157590298,0.083847479,0.1736438
CG CN EQUITY,Centerra Gold Inc,Materials,Natural Resources,2018,Q4,2018-Q4,5.86,1.830928726,1711096960,21.2604005,0.55241698,1.810226759,6.766183853,2916.122112,0.0230374,0.569500134,0.735034374,0.324025118,0.57450918,0.145942379,0.157590298,0.083847479,0.1736438
CG CN EQUITY,Centerra Gold Inc,Materials,Natural Resources,2019,Q1,2019-Q1,7.01,1.264080694,2047778304,21.44002129,0.584703028,1.710269918,3.84104991,2826.71104,-0.030660949,0.633687639,0.754711996,0.284051978,0.741179622,0.064187505,0.019677621,-0.03997314,0.166670442
CG CN EQUITY,Centerra Gold Inc,Materials,Natural Resources,2019,Q2,2019-Q2,9.22,2.848852108,2697126400,21.71545275,0.696636975,1.435467878,5.177873135,2889.284096,0.022136347,0.633687639,0.754711996,0.284051978,0.741179622,0.064187505,0.019677621,-0.03997314,0.166670442
CG CN EQUITY,Centerra Gold Inc,Materials,Natural Resources,2019,Q3,2019-Q3,11.26,3.541162709,3298612992,21.91676791,0.920036018,1.086913969,4.838294983,2887.888896,-0.000482888,0.633687639,0.754711996,0.284051978,0.741179622,0.064187505,0.019677621,-0.03997314,0.166670442
CG CN EQUITY,Centerra Gold Inc,Materials,Natural Resources,2019,Q4,2019-Q4,10.33,3.392220266,3032555520,21.83267151,1.20244205,0.831640909,-1.150133014,2697.839104,-0.065809246,0.633687639,0.754711996,0.284051978,0.741179622,0.064187505,0.019677621,-0.03997314,0.166670442
CG CN EQUITY,Centerra Gold Inc,Materials,Natural Resources,2020,Q1,2020-Q1,8.37,2.026663925,2458189056,21.62269076,1.131579041,0.883720857,-3.382266045,2701.652992,0.001413683,0.671779302,0.701360659,0.556032673,0.716533212,0.038091663,-0.053351337,0.271980695,-0.02464641
CG CN EQUITY,Centerra Gold Inc,Materials,Natural Resources,2020,Q2,2020-Q2,15.15,2.902056742,4451316224,22.21646567,0.838086009,1.193194958,-4.361759186,2792.87296,0.033764502,0.671779302,0.701360659,0.556032673,0.716533212,0.038091663,-0.053351337,0.271980695,-0.02464641
CG CN EQUITY,Centerra Gold Inc,Materials,Natural Resources,2020,Q3,2020-Q3,15.49,2.711149818,4559759360,22.24053569,1.522230029,0.656930937,-2.707770109,2769.313024,-0.008435735,0.671779302,0.701360659,0.556032673,0.716533212,0.038091663,-0.053351337,0.271980695,-0.02464641
CG CN EQUITY,Centerra Gold Inc,Materials,Natural Resources,2020,Q4,2020-Q4,14.74,1.033001291,4359816704,22.19569585,1.451874018,0.688764995,10.34386635,2991.755008,0.080323886,0.671779302,0.701360659,0.556032673,0.716533212,0.038091663,-0.053351337,0.271980695,-0.02464641
CG CN EQUITY,Centerra Gold Inc,Materials,Natural Resources,2021,Q1,2021-Q1,11.12,1.578469723,3289924864,21.91413056,1.384897947,0.722074866,13.76253033,3136.00896,0.048217167,0.394089213,0.784209761,0.625287356,0.614957626,-0.277690089,0.082849102,0.069254684,-0.101575586
CG CN EQUITY,Centerra Gold Inc,Materials,Natural Resources,2021,Q2,2021-Q2,9.41,1.698813311,2791802624,21.74995333,0.999397993,1.00060237,17.94247246,3328.067072,0.061242845,0.394089213,0.784209761,0.625287356,0.614957626,-0.277690089,0.082849102,0.069254684,-0.101575586
CG CN EQUITY,Centerra Gold Inc,Materials,Natural Resources,2021,Q3,2021-Q3,8.65,2.569388708,2566585600,21.66584229,1.277173996,0.782978673,-15.03668594,2328.579072,-0.30032087,0.394089213,0.784209761,0.625287356,0.614957626,-0.277690089,0.082849102,0.069254684,-0.101575586
CG CN EQUITY,Centerra Gold Inc,Materials,Natural Resources,2021,Q4,2021-Q4,9.75,2.738033053,2894979584,21.7862439,1.134845972,0.881176851,-21.06055832,2339.888896,0.004856964,0.394089213,0.784209761,0.625287356,0.614957626,-0.277690089,0.082849102,0.069254684,-0.101575586
CG CN EQUITY,Centerra Gold Inc,Materials,Natural Resources,2022,Q1,2022-Q1,12.29,1.317405911,3651549952,22.01841756,1.120470047,0.892482581,-13.13592911,2676.568064,0.143886818,0.678831752,0.652845565,0.78341237,0.637746751,0.284742538,-0.131364196,0.158125014,0.022789125
CG CN EQUITY,Centerra Gold Inc,Materials,Natural Resources,2022,Q2,2022-Q2,8.73,1.1472576,2593818624,21.676397,1.380365014,0.724446063,-15.17217636,2732.962048,0.021069512,0.678831752,0.652845565,0.78341237,0.637746751,0.284742538,-0.131364196,0.158125014,0.022789125
CG CN EQUITY,Centerra Gold Inc,Materials,Natural Resources,2022,Q3,2022-Q3,6.08,0.941735986,1338111744,21.01452531,0.952130973,1.050275674,15.76716042,2608.442112,-0.045562263,0.678831752,0.652845565,0.78341237,0.637746751,0.284742538,-0.131364196,0.158125014,0.022789125
CG CN EQUITY,Centerra Gold Inc,Materials,Natural Resources,2022,Q4,2022-Q4,7.01,0.864503711,1539642496,21.15481608,0.494890988,2.02064702,13.68573284,2449.82912,-0.060807557,0.678831752,0.652845565,0.78341237,0.637746751,0.284742538,-0.131364196,0.158125014,0.022789125
CG CN EQUITY,Centerra Gold Inc,Materials,Natural Resources,2023,Q1,2023-Q1,8.73,0.656067832,1907458304,21.36903746,0.625145972,1.5996264,-3.080672026,2335.90912,-0.046501203,0.674564991,0.581872714,0.897209449,0.619780602,-0.00426676,-0.070972851,0.113797079,-0.017966149
CG CN EQUITY,Centerra Gold Inc,Materials,Natural Resources,2023,Q2,2023-Q2,7.94,1.0459565,1737338368,21.27562011,0.819104016,1.220846169,-9.693969727,2219.787008,-0.049711742,0.674564991,0.581872714,0.897209449,0.619780602,-0.00426676,-0.070972851,0.113797079,-0.017966149
CG CN EQUITY,Centerra Gold Inc,Materials,Natural Resources,2023,Q3,2023-Q3,6.64,0.891459477,1435559424,21.08482045,0.78016299,1.281783438,-11.64070034,2152.32,-0.03039346,0.674564991,0.581872714,0.897209449,0.619780602,-0.00426676,-0.070972851,0.113797079,-0.017966149
CG CN EQUITY,Centerra Gold Inc,Materials,Natural Resources,2023,Q4,2023-Q4,7.91,0.818428372,1706407424,21.25765608,0.617146015,1.620362079,-7.86173296,2195.279104,0.019959441,0.674564991,0.581872714,0.897209449,0.619780602,-0.00426676,-0.070972851,0.113797079,-0.017966149
CGO CN EQUITY,Cogeco Inc,Communication Services,Service,2015,Q1,2015-Q1,55.22,3.07504336,929473984,20.65012938,1.904011965,0.525206784,1.310675025,5443.120128,0.014045034,,,,,,,,
CGO CN EQUITY,Cogeco Inc,Communication Services,Service,2015,Q2,2015-Q2,57.33,2.701090829,964989888,20.68762818,1.882531047,0.531199739,1.229964972,5647.734784,0.037591428,,,,,,,,
CGO CN EQUITY,Cogeco Inc,Communication Services,Service,2015,Q3,2015-Q3,53.35,3.059836597,897997760,20.61567813,1.525894046,0.655353498,1.44540596,5660.393984,0.002241465,,,,,,,,
CGO CN EQUITY,Cogeco Inc,Communication Services,Service,2015,Q4,2015-Q4,50.85,2.574520991,855917248,20.56768426,1.546861053,0.646470475,1.548828006,6205.794816,0.096353864,,,,,,,,
CGO CN EQUITY,Cogeco Inc,Communication Services,Service,2016,Q1,2016-Q1,56.9,3.373528074,957752064,20.6800995,1.47813797,0.676526833,1.526119947,6095.944192,-0.017701298,,,,,,,,
CGO CN EQUITY,Cogeco Inc,Communication Services,Service,2016,Q2,2016-Q2,55.83,6.709654735,939741632,20.66111554,1.372833967,0.728420205,1.815317035,6087.181824,-0.001437409,,,,,,,,
CGO CN EQUITY,Cogeco Inc,Communication Services,Service,2016,Q3,2016-Q3,51.42,11.27427012,865511616,20.57883135,1.800470948,0.555410239,-0.602527976,5539.42016,-0.089986085,,,,,,,,
CGO CN EQUITY,Cogeco Inc,Communication Services,Service,2016,Q4,2016-Q4,56.72,13.93392114,953601152,20.67575606,1.690783024,0.591441945,-0.501670003,5495.520256,-0.007925,,,,,,,,
CGO CN EQUITY,Cogeco Inc,Communication Services,Service,2017,Q1,2017-Q1,59.56,11.11005324,995832576,20.71908971,1.741891026,0.574088726,-0.40971899,5513.48224,0.003268477,,,,,,,,
CGO CN EQUITY,Cogeco Inc,Communication Services,Service,2017,Q2,2017-Q2,67.5,14.32862811,1124307968,20.84043354,1.888319969,0.529571268,-0.541962028,5444.253184,-0.012556322,,,,,,,,
CGO CN EQUITY,Cogeco Inc,Communication Services,Service,2017,Q3,2017-Q3,81.88,15.23838683,1358643456,21.02975258,1.960047007,0.510191846,2.100128889,5551.803904,0.019754908,,,,,,,,
CGO CN EQUITY,Cogeco Inc,Communication Services,Service,2017,Q4,2017-Q4,90.51,5.103491152,1494337152,21.12494857,2.333333015,0.428571487,1.980497003,5510.301184,-0.007475538,,,,,,,,
CGO CN EQUITY,Cogeco Inc,Communication Services,Service,2018,Q1,2018-Q1,68.4129,10.21685372,1131122304,20.84647617,2.685964108,0.372305794,1.96252203,5464.130048,-0.008379059,,,,,,,,
CGO CN EQUITY,Cogeco Inc,Communication Services,Service,2018,Q2,2018-Q2,58.12,13.34448575,959198336,20.68160843,1.778534055,0.562260811,2.00949502,7342.241792,0.343716516,,,,,,,,
CGO CN EQUITY,Cogeco Inc,Communication Services,Service,2018,Q3,2018-Q3,58.26,15.5152699,957996736,20.68035493,1.568277955,0.637642069,1.937952042,7202.276864,-0.019062969,,,,,,,,
CGO CN EQUITY,Cogeco Inc,Communication Services,Service,2018,Q4,2018-Q4,58.24,11.51660649,950863424,20.672881,1.430788994,0.698915077,1.968526959,7335.54688,0.018503873,,,,,,,,
CGO CN EQUITY,Cogeco Inc,Communication Services,Service,2019,Q1,2019-Q1,78.64,9.21012984,1283916416,20.97318094,1.394551992,0.717076169,1.90418601,7465.909248,0.017771322,0.531448679,0.634742208,0.267368274,0.62363695,0.531448679,0.634742208,0.267368274,0.62363695
CGO CN EQUITY,Cogeco Inc,Communication Services,Service,2019,Q2,2019-Q2,83.56,10.07795077,1354130048,21.02642505,1.60898602,0.62150944,1.390159011,7354.637824,-0.014903935,0.531448679,0.634742208,0.267368274,0.62363695,0.531448679,0.634742208,0.267368274,0.62363695
CGO CN EQUITY,Cogeco Inc,Communication Services,Service,2019,Q3,2019-Q3,95.44,9.877668416,1541416832,21.15596785,1.810057998,0.552468485,1.918915987,7064.425984,-0.039459705,0.531448679,0.634742208,0.267368274,0.62363695,0.531448679,0.634742208,0.267368274,0.62363695
CGO CN EQUITY,Cogeco Inc,Communication Services,Service,2019,Q4,2019-Q4,104.09,3.498879583,1677437056,21.2405329,2.004354954,0.498913627,1.980044961,7125.037056,0.008579759,0.531448679,0.634742208,0.267368274,0.62363695,0.531448679,0.634742208,0.267368274,0.62363695
CGO CN EQUITY,Cogeco Inc,Communication Services,Service,2020,Q1,2020-Q1,86.88,7.327250508,1413524352,21.06935196,2.142663956,0.466708742,2.023811102,7187.535872,0.008771718,0.565701618,0.746466153,0.410633385,0.573919834,0.034252939,0.111723945,0.143265111,-0.049717116
CGO CN EQUITY,Cogeco Inc,Communication Services,Service,2020,Q2,2020-Q2,81.02,7.110822737,1313536640,20.99598906,1.944861054,0.514175549,2.167773962,7184.42496,-0.00043282,0.565701618,0.746466153,0.410633385,0.573919834,0.034252939,0.111723945,0.143265111,-0.049717116
CGO CN EQUITY,Cogeco Inc,Communication Services,Service,2020,Q3,2020-Q3,88.05,6.914219045,1427510400,21.07919778,1.811833024,0.55192724,1.784484982,7373.578752,0.026328313,0.565701618,0.746466153,0.410633385,0.573919834,0.034252939,0.111723945,0.143265111,-0.049717116
CGO CN EQUITY,Cogeco Inc,Communication Services,Service,2020,Q4,2020-Q4,81.98,7.253674931,1329100544,21.00776827,1.648094058,0.606761486,1.81040895,7024.695808,-0.04731528,0.565701618,0.746466153,0.410633385,0.573919834,0.034252939,0.111723945,0.143265111,-0.049717116
CGO CN EQUITY,Cogeco Inc,Communication Services,Service,2021,Q1,2021-Q1,96.95,8.61535983,1571801728,21.1754884,1.604606986,0.623205563,1.929090023,7046.014976,0.003034888,0.585374938,0.739895322,0.348103756,0.644613165,0.01967332,-0.006570831,-0.06252963,0.07069333
CGO CN EQUITY,Cogeco Inc,Communication Services,Service,2021,Q2,2021-Q2,96.14,9.119894005,1558669568,21.16709845,1.859455943,0.537791715,1.891242027,7203.055104,0.022287794,0.585374938,0.739895322,0.348103756,0.644613165,0.01967332,-0.006570831,-0.06252963,0.07069333
CGO CN EQUITY,Cogeco Inc,Communication Services,Service,2021,Q3,2021-Q3,90.2,11.55599267,1462367360,21.10332244,1.873597026,0.5337327,1.913524032,7204.860928,0.000250703,0.585374938,0.739895322,0.348103756,0.644613165,0.01967332,-0.006570831,-0.06252963,0.07069333
CGO CN EQUITY,Cogeco Inc,Communication Services,Service,2021,Q4,2021-Q4,81.23,9.175034968,1299830656,20.98549983,1.788764954,0.559044942,1.948436022,7536.312832,0.046003928,0.585374938,0.739895322,0.348103756,0.644613165,0.01967332,-0.006570831,-0.06252963,0.07069333
CGO CN EQUITY,Cogeco Inc,Communication Services,Service,2022,Q1,2022-Q1,77.08,5.492136045,1231616512,20.93159338,1.522312045,0.656895545,1.731371045,9113.437184,0.209270022,0.619153818,0.729594316,0.441023823,0.665753846,0.03377888,-0.010301006,0.092920068,0.021140682
CGO CN EQUITY,Cogeco Inc,Communication Services,Service,2022,Q2,2022-Q2,68.25,4.04728201,1079834624,20.80007374,1.450237036,0.689542451,1.752941012,9090.936832,-0.002468921,0.619153818,0.729594316,0.441023823,0.665753846,0.03377888,-0.010301006,0.092920068,0.021140682
CGO CN EQUITY,Cogeco Inc,Communication Services,Service,2022,Q3,2022-Q3,55.1,6.278818891,869894144,20.58388209,1.388160944,0.720377565,1.780509949,9167.637504,0.008437048,0.619153818,0.729594316,0.441023823,0.665753846,0.03377888,-0.010301006,0.092920068,0.021140682
CGO CN EQUITY,Cogeco Inc,Communication Services,Service,2022,Q4,2022-Q4,63.57,4.824337606,1002661184,20.72592349,1.083616018,0.922836118,1.753764033,9468.024832,0.032766056,0.619153818,0.729594316,0.441023823,0.665753846,0.03377888,-0.010301006,0.092920068,0.021140682
CGO CN EQUITY,Cogeco Inc,Communication Services,Service,2023,Q1,2023-Q1,60.83,3.730624389,950996096,20.67302052,0.987707973,1.012445002,1.616312027,9777.226752,0.032657489,0.567903487,0.709310257,0.356746377,0.619133807,-0.051250331,-0.020284059,-0.084277446,-0.046620039
CGO CN EQUITY,Cogeco Inc,Communication Services,Service,2023,Q2,2023-Q2,55.87,4.813138269,872251904,20.58658882,0.984502971,1.015740967,1.585026979,9810.322432,0.003384976,0.567903487,0.709310257,0.356746377,0.619133807,-0.051250331,-0.020284059,-0.084277446,-0.046620039
CGO CN EQUITY,Cogeco Inc,Communication Services,Service,2023,Q3,2023-Q3,49.27,5.056325247,769211584,20.46087663,0.923421979,1.082928523,0.817309022,9877.551104,0.00685285,0.567903487,0.709310257,0.356746377,0.619133807,-0.051250331,-0.020284059,-0.084277446,-0.046620039
CGO CN EQUITY,Cogeco Inc,Communication Services,Service,2023,Q4,2023-Q4,57.17,5.324793423,892547712,20.60959053,0.843114018,1.186079199,0.730485976,9869.77792,-0.000786955,0.567903487,0.709310257,0.356746377,0.619133807,-0.051250331,-0.020284059,-0.084277446,-0.046620039
CGX CN EQUITY,Cineplex Inc,Communication Services,Service,2015,Q1,2015-Q1,49.88,1.634163904,3144827136,21.86902476,3.860035896,0.259064948,4.765755177,1609.415936,0.046240376,0.397299344,0.222618262,0.624473976,0.35065824,0.029426904,0.086893728,-0.045491895,0.044892676
CGX CN EQUITY,Cineplex Inc,Communication Services,Service,2015,Q2,2015-Q2,47.02,2.111040423,2965422848,21.81028547,4.387484074,0.227921055,5.327334881,1551.049984,-0.0362653,0.397299344,0.222618262,0.624473976,0.35065824,0.029426904,0.086893728,-0.045491895,0.044892676
CGX CN EQUITY,Cineplex Inc,Communication Services,Service,2015,Q3,2015-Q3,47.43,1.743607372,2992204544,21.81927626,4.125971794,0.242367144,5.390719891,1575.931008,0.016041407,0.397299344,0.222618262,0.624473976,0.35065824,0.029426904,0.086893728,-0.045491895,0.044892676
CGX CN EQUITY,Cineplex Inc,Communication Services,Service,2015,Q4,2015-Q4,47.55,0.504008928,2999774976,21.82180311,4.205334187,0.23779323,5.732570171,1587.922048,0.007608861,0.397299344,0.222618262,0.624473976,0.35065824,0.029426904,0.086893728,-0.045491895,0.044892676
CGX CN EQUITY,Cineplex Inc,Communication Services,Service,2016,Q1,2016-Q1,50.57,0.523927476,3205034240,21.88798861,3.926192045,0.254699716,8.135515213,1701.917056,0.071788794,0.391390419,0.235722902,0.606446763,0.341420034,-0.005908925,0.013104641,-0.018027213,-0.009238206
CGX CN EQUITY,Cineplex Inc,Communication Services,Service,2016,Q2,2016-Q2,51.58,1.099499886,3273040896,21.90898533,4.196872234,0.238272681,9.116827011,1653.485952,-0.028456795,0.391390419,0.235722902,0.606446763,0.341420034,-0.005908925,0.013104641,-0.018027213,-0.009238206
CGX CN EQUITY,Cineplex Inc,Communication Services,Service,2016,Q3,2016-Q3,50.56,6.320957206,3210115328,21.8895727,4.394001961,0.227582966,7.924125195,1660.867968,0.004464517,0.391390419,0.235722902,0.606446763,0.341420034,-0.005908925,0.013104641,-0.018027213,-0.009238206
CGX CN EQUITY,Cineplex Inc,Communication Services,Service,2016,Q4,2016-Q4,51.22,7.881663847,3252139776,21.90257901,4.295982838,0.232775604,8.234316826,1645.715968,-0.009122941,0.391390419,0.235722902,0.606446763,0.341420034,-0.005908925,0.013104641,-0.018027213,-0.009238206
CGX CN EQUITY,Cineplex Inc,Communication Services,Service,2017,Q1,2017-Q1,50.5,9.095209362,3207639040,21.888801,4.342950821,0.230258191,4.647849083,1728.185984,0.050111938,0.347501074,0.23262963,0.503709509,0.312284984,-0.043889345,-0.003093273,-0.102737254,-0.029135049
CGX CN EQUITY,Cineplex Inc,Communication Services,Service,2017,Q2,2017-Q2,52.86,4.709667363,3357559552,21.93448022,4.289571762,0.233123504,4.81229496,1718.668032,-0.005507481,0.347501074,0.23262963,0.503709509,0.312284984,-0.043889345,-0.003093273,-0.102737254,-0.029135049
CGX CN EQUITY,Cineplex Inc,Communication Services,Service,2017,Q3,2017-Q3,39.04,3.645952093,2480677376,21.6317975,4.629530907,0.216004606,4.393590927,1749.508992,0.017944687,0.347501074,0.23262963,0.503709509,0.312284984,-0.043889345,-0.003093273,-0.102737254,-0.029135049
CGX CN EQUITY,Cineplex Inc,Communication Services,Service,2017,Q4,2017-Q4,37.33,4.002219176,2365592576,21.58429439,3.482481956,0.287151524,3.869427919,1751.581952,0.001184881,0.347501074,0.23262963,0.503709509,0.312284984,-0.043889345,-0.003093273,-0.102737254,-0.029135049
CGX CN EQUITY,Cineplex Inc,Communication Services,Service,2018,Q1,2018-Q1,31.35,4.809060892,1985409536,21.40909105,3.335094929,0.29984154,3.9495399,1855.168,0.059138568,0.349367343,0.236028961,0.517226583,0.305464211,0.001866269,0.003399332,0.013517074,-0.006820773
CGX CN EQUITY,Cineplex Inc,Communication Services,Service,2018,Q2,2018-Q2,29.18,5.464310722,1848055424,21.3373998,2.83632803,0.352568529,3.568340063,1793.16096,-0.033423949,0.349367343,0.236028961,0.517226583,0.305464211,0.001866269,0.003399332,0.013517074,-0.006820773
CGX CN EQUITY,Cineplex Inc,Communication Services,Service,2018,Q3,2018-Q3,35,1.001943944,2216653056,21.51926426,2.640825987,0.378669403,4.824703217,1798.813056,0.003152029,0.349367343,0.236028961,0.517226583,0.305464211,0.001866269,0.003399332,0.013517074,-0.006820773
CGX CN EQUITY,Cineplex Inc,Communication Services,Service,2018,Q4,2018-Q4,25.44,5.031480895,1611190144,21.20023896,3.246263981,0.308046421,4.457202911,1777.986048,-0.011578195,0.349367343,0.236028961,0.517226583,0.305464211,0.001866269,0.003399332,0.013517074,-0.006820773
CGX CN EQUITY,Cineplex Inc,Communication Services,Service,2019,Q1,2019-Q1,24.34,9.070836051,1541531008,21.15604192,2.372561932,0.421485309,4.151990891,1856.449024,0.044130254,0.441321411,0.45617701,0.483206332,0.404484772,0.091954069,0.220148049,-0.034020251,0.099020561
CGX CN EQUITY,Cineplex Inc,Communication Services,Service,2019,Q2,2019-Q2,22.99,11.83944959,1456031104,21.09898015,2.418473959,0.413483882,2.241624117,3067.33312,0.652258198,0.441321411,0.45617701,0.483206332,0.404484772,0.091954069,0.220148049,-0.034020251,0.099020561
CGX CN EQUITY,Cineplex Inc,Communication Services,Service,2019,Q3,2019-Q3,24.26,12.58352196,1536464384,21.15274976,2.330250025,0.4291385,2.029306889,3081.17888,0.004513941,0.441321411,0.45617701,0.483206332,0.404484772,0.091954069,0.220148049,-0.034020251,0.099020561
CGX CN EQUITY,Cineplex Inc,Communication Services,Service,2019,Q4,2019-Q4,33.85,1.954164357,2143830144,21.48585985,2.516781092,0.397332928,2.187621117,3032.536064,-0.01578708,0.441321411,0.45617701,0.483206332,0.404484772,0.091954069,0.220148049,-0.034020251,0.099020561
CGX CN EQUITY,Cineplex Inc,Communication Services,Service,2020,Q1,2020-Q1,11.7,2.049325092,740998912,20.42350971,3.626830101,0.275722869,1.166666031,3100.411904,0.022382533,0.501442236,0.476191726,0.766826134,0.339669943,0.060120824,0.020014715,0.283619802,-0.064814829
CGX CN EQUITY,Cineplex Inc,Communication Services,Service,2020,Q2,2020-Q2,8.05,3.330118867,509832576,20.04959295,1.797494054,0.556330074,-4.832951069,2815.11808,-0.092018039,0.501442236,0.476191726,0.766826134,0.339669943,0.060120824,0.020014715,0.283619802,-0.064814829
CGX CN EQUITY,Cineplex Inc,Communication Services,Service,2020,Q3,2020-Q3,7.21,2.366326267,456632640,19.93938977,1.63616097,0.611186808,-8.961280823,2732.186112,-0.029459499,0.501442236,0.476191726,0.766826134,0.339669943,0.060120824,0.020014715,0.283619802,-0.064814829
CGX CN EQUITY,Cineplex Inc,Communication Services,Service,2020,Q4,2020-Q4,9.27,1.235772363,587099136,20.19070425,1.781481028,0.561330704,-14.22452927,2522.221056,-0.076848738,0.501442236,0.476191726,0.766826134,0.339669943,0.060120824,0.020014715,0.283619802,-0.064814829
CGX CN EQUITY,Cineplex Inc,Communication Services,Service,2021,Q1,2021-Q1,11.91,0.780790198,754330240,20.44134081,24.22625732,0.041277527,-23.14741898,2333.87008,-0.074676633,0.484510402,0.428606663,0.784117032,0.318314891,-0.016931834,-0.047585062,0.017290898,-0.021355052
CGX CN EQUITY,Cineplex Inc,Communication Services,Service,2021,Q2,2021-Q2,14.9,1.302647944,943742016,20.6653634,24.22625732,0,-21.34521675,2246.652928,-0.037370183,0.484510402,0.428606663,0.784117032,0.318314891,-0.016931834,-0.047585062,0.017290898,-0.021355052
CGX CN EQUITY,Cineplex Inc,Communication Services,Service,2021,Q3,2021-Q3,13.14,2.169491108,832316352,20.53972316,24.22625732,0,-22.29774284,2156.237056,-0.0402447,0.484510402,0.428606663,0.784117032,0.318314891,-0.016931834,-0.047585062,0.017290898,-0.021355052
