Security,Name,Sector,INDUSTRY,Year,Quarter,Index,Closing Stock Price,SP Volatility,MC RAW,Log MCap,PB RAW,Book to Mkt,ROA,Total Assets,Asset Growth,ESGCombinedScore,EnvironmentPillarScore,GovernancePillarScore,SocialPillarScore,ESG Momentum,ESG Mom-Env,ESG Mom - Gov,ESG Mom - Social
TOT CN EQUITY,Total Energy Services Inc,Energy,Natural Resources,2021,Q2,2021-Q2,4.5,1.480143574,202050000,19.12402575,0.351850986,2.842112253,-4.226863861,831.963008,-0.020734976,0.275487679,0.032653061,0.649425287,0.21176307,0.08968971,0.001341907,0.29973844,0.014472005
TOT CN EQUITY,Total Energy Services Inc,Energy,Natural Resources,2021,Q3,2021-Q3,4.57,0.832466216,202275968,19.1251435,0.408187002,2.449857529,-1.408197999,811.614976,-0.024457857,0.275487679,0.032653061,0.649425287,0.21176307,0.08968971,0.001341907,0.29973844,0.014472005
TOT CN EQUITY,Total Energy Services Inc,Energy,Natural Resources,2021,Q4,2021-Q4,6.03,0.889887633,265320000,19.3964472,0.40476501,2.470569282,-0.371053994,822.897984,0.013901922,0.275487679,0.032653061,0.649425287,0.21176307,0.08968971,0.001341907,0.29973844,0.014472005
TOT CN EQUITY,Total Energy Services Inc,Energy,Natural Resources,2022,Q1,2022-Q1,7.8,0.958279709,333137984,19.62406733,0.526076019,1.900865967,-0.043292999,813.521984,-0.011393879,0.285326737,0.024980484,0.755578371,0.168246342,0.009839058,-0.007672577,0.106153084,-0.043516728
TOT CN EQUITY,Total Energy Services Inc,Energy,Natural Resources,2022,Q2,2022-Q2,7.47,1.071027544,316238720,19.57200793,0.673116982,1.485625867,0.67790997,847.022016,0.041179013,0.285326737,0.024980484,0.755578371,0.168246342,0.009839058,-0.007672577,0.106153084,-0.043516728
TOT CN EQUITY,Total Energy Services Inc,Energy,Natural Resources,2022,Q3,2022-Q3,6.46,0.452327315,272018880,19.42138203,0.638446987,1.566300759,1.663519979,860.982976,0.016482405,0.285326737,0.024980484,0.755578371,0.168246342,0.009839058,-0.007672577,0.106153084,-0.043516728
TOT CN EQUITY,Total Energy Services Inc,Energy,Natural Resources,2022,Q4,2022-Q4,8.61,0.765,359072288,19.69903429,0.526199996,1.900418105,3.117822886,897.084032,0.041930046,0.285326737,0.024980484,0.755578371,0.168246342,0.009839058,-0.007672577,0.106153084,-0.043516728
TOT CN EQUITY,Total Energy Services Inc,Energy,Natural Resources,2023,Q1,2023-Q1,8.28,1.101010899,342692640,19.65234451,0.685205996,1.459415133,4.49230814,878.614976,-0.020587877,0.340140234,0.017679558,0.763636364,0.306888042,0.054813497,-0.007300926,0.008057993,0.1386417
TOT CN EQUITY,Total Energy Services Inc,Energy,Natural Resources,2023,Q2,2023-Q2,8.79,1.138244262,354553440,19.68636964,0.628334999,1.591507717,6.779900074,910.408,0.036185388,0.340140234,0.017679558,0.763636364,0.306888042,0.054813497,-0.007300926,0.008057993,0.1386417
TOT CN EQUITY,Total Energy Services Inc,Energy,Natural Resources,2023,Q3,2023-Q3,9.36,1.139283401,374047424,19.73989315,0.666607022,1.500134212,6.822250843,888.116992,-0.024484635,0.340140234,0.017679558,0.763636364,0.306888042,0.054813497,-0.007300926,0.008057993,0.1386417
TOT CN EQUITY,Total Energy Services Inc,Energy,Natural Resources,2023,Q4,2023-Q4,7.56,0.963790261,302211008,19.52663603,0.690352023,1.448536351,6.890219212,894.324992,0.00699007,0.340140234,0.017679558,0.763636364,0.306888042,0.054813497,-0.007300926,0.008057993,0.1386417
TRI CN Equity,Thomson Reuters Corp,Industrials,Manufacturing,2015,Q1,2015-Q1,46.093,2.834545323,40875433984,24.43379508,2.392535925,0.417966556,6.056856155,30596.99917,-0.033575492,,,,,,,,
TRI CN Equity,Thomson Reuters Corp,Industrials,Manufacturing,2015,Q2,2015-Q2,43.0555,0.348961421,37317369856,24.34272473,2.187238932,0.457197422,6.292544842,29788.99968,-0.026407802,,,,,,,,
TRI CN Equity,Thomson Reuters Corp,Industrials,Manufacturing,2015,Q3,2015-Q3,48.9472,1.309198565,41858338816,24.45755687,2.404676914,0.415856282,6.315447807,30016.99942,0.007653823,,,,,,,,
TRI CN Equity,Thomson Reuters Corp,Industrials,Manufacturing,2015,Q4,2015-Q4,48.2346,3.311806417,40236560384,24.41804188,2.317779064,0.431447507,6.569150925,29048.00051,-0.032281671,,,,,,,,
TRI CN Equity,Thomson Reuters Corp,Industrials,Manufacturing,2016,Q1,2016-Q1,48.8821,3.305319942,39911124992,24.40992094,2.600681067,0.384514662,4.203721046,29112.00051,0.00220325,,,,,,,,
TRI CN Equity,Thomson Reuters Corp,Industrials,Manufacturing,2016,Q2,2016-Q2,48.9585,2.855193334,39223107584,24.39253189,2.538069963,0.394000171,4.119856834,29048.00051,-0.002198406,,,,,,,,
TRI CN Equity,Thomson Reuters Corp,Industrials,Manufacturing,2016,Q3,2016-Q3,51.2283,1.256426768,40430952448,24.42286148,2.677762032,0.373446179,4.390542984,28608.99942,-0.015112954,,,,,,,,
TRI CN Equity,Thomson Reuters Corp,Industrials,Manufacturing,2016,Q4,2016-Q4,55.9453,1.776800083,42847444992,24.48091185,2.509701014,0.398453838,4.455195904,28412.99968,-0.006850982,,,,,,,,
TRI CN Equity,Thomson Reuters Corp,Industrials,Manufacturing,2017,Q1,2017-Q1,55.1787,3.715295724,41626492928,24.45200265,2.455548048,0.407241064,10.87704468,27851.99923,-0.019744499,,,,,,,,
TRI CN Equity,Thomson Reuters Corp,Industrials,Manufacturing,2017,Q2,2017-Q2,58.0573,2.702616573,43121065984,24.48727748,2.613435984,0.382638031,11.25884914,26606.00013,-0.044736433,,,,,,,,
TRI CN Equity,Thomson Reuters Corp,Industrials,Manufacturing,2017,Q3,2017-Q3,55.7709,4.15891286,40894042112,24.43425022,2.560514927,0.390546444,10.84062004,26517.00019,-0.003345108,,,,,,,,
TRI CN Equity,Thomson Reuters Corp,Industrials,Manufacturing,2017,Q4,2017-Q4,53.7928,5.38622151,38892113920,24.38405734,2.392467022,0.417978593,11.03700829,26765.0007,0.00935251,,,,,,,,
TRI CN Equity,Thomson Reuters Corp,Industrials,Manufacturing,2018,Q1,2018-Q1,49.311,8.508486537,35316150272,24.28760621,2.134200096,0.468559627,5.135095119,26480.00102,-0.010648222,,,,,,,,
TRI CN Equity,Thomson Reuters Corp,Industrials,Manufacturing,2018,Q2,2018-Q2,53.016,9.519955687,37752553472,24.35431895,2.457483053,0.406920405,2.833992958,26958.00013,0.018051325,,,,,,,,
TRI CN Equity,Thomson Reuters Corp,Industrials,Manufacturing,2018,Q3,2018-Q3,59.3809,9.671496929,41258008576,24.44311108,2.654714108,0.376688396,4.456740856,26975.00058,0.000630627,,,,,,,,
TRI CN Equity,Thomson Reuters Corp,Industrials,Manufacturing,2018,Q4,2018-Q4,60.7489,6.056738193,33291796480,24.22857685,3.546725988,0.281950171,4.238142967,26748.99968,-0.008378161,,,,,,,,
TRI CN Equity,Thomson Reuters Corp,Industrials,Manufacturing,2019,Q1,2019-Q1,73.341,5.243841158,39653064704,24.40343408,3.307044983,0.302384759,18.08358955,17018.00038,-0.363789279,,,,,,,,
TRI CN Equity,Thomson Reuters Corp,Industrials,Manufacturing,2019,Q2,2019-Q2,78.7941,3.204973666,42316906496,24.46845252,3.551001072,0.281610729,20.15800285,16458.99981,-0.032847606,,,,,,,,
TRI CN Equity,Thomson Reuters Corp,Industrials,Manufacturing,2019,Q3,2019-Q3,83.0336,6.65324647,44377477120,24.51599791,3.899110079,0.256468779,18.10352707,16453.00019,-0.000364519,,,,,,,,
TRI CN Equity,Thomson Reuters Corp,Industrials,Manufacturing,2019,Q4,2019-Q4,87.5426,6.847122251,46432808960,24.56127214,3.79003191,0.263850021,16.91900826,15984,-0.028505451,,,,,,,,
TRI CN Equity,Thomson Reuters Corp,Industrials,Manufacturing,2020,Q1,2020-Q1,90.8014,7.903351799,47463596032,24.58322885,3.628057957,0.275629555,9.116078377,17294.99955,0.082019491,,,,,,,,
TRI CN Equity,Thomson Reuters Corp,Industrials,Manufacturing,2020,Q2,2020-Q2,87.843,8.763051489,45729308672,24.54600526,3.608804941,0.277100042,9.905617714,16915.99974,-0.021913837,,,,,,,,
TRI CN Equity,Thomson Reuters Corp,Industrials,Manufacturing,2020,Q3,2020-Q3,101.7064,16.01288767,52782260224,24.68944099,4.147360802,0.241117194,9.587480545,16903.00006,-0.000768484,,,,,,,,
TRI CN Equity,Thomson Reuters Corp,Industrials,Manufacturing,2020,Q4,2020-Q4,100.186,18.27123112,51777843200,24.67022816,4.103240013,0.243709848,11.41057491,17038.00013,0.007986752,,,,,,,,
TRI CN Equity,Thomson Reuters Corp,Industrials,Manufacturing,2021,Q1,2021-Q1,106.3608,11.65094155,54474911744,24.7210061,2.92818594,0.341508367,6.379350185,17880.99994,0.049477627,,,,,,,,
TRI CN Equity,Thomson Reuters Corp,Industrials,Manufacturing,2021,Q2,2021-Q2,119.4712,7.131793325,61029949440,24.83463056,3.11777997,0.320741043,29.31492043,23779.99974,0.32990324,,,,,,,,
TRI CN Equity,Thomson Reuters Corp,Industrials,Manufacturing,2021,Q3,2021-Q3,136.3677,7.213550011,69097472000,24.95878398,3.845072985,0.260073087,33.31564713,24561.00045,0.032842755,,,,,,,,
TRI CN Equity,Thomson Reuters Corp,Industrials,Manufacturing,2021,Q4,2021-Q4,147.7867,9.787049035,73500278784,25.02055504,4.296913147,0.232725207,32.02032852,23099.00083,-0.059525247,,,,,,,,
TRI CN Equity,Thomson Reuters Corp,Industrials,Manufacturing,2022,Q1,2022-Q1,133.2007,21.15563312,65990815744,24.91278141,3.616394043,0.27651854,28.42368126,22148.99917,-0.041127392,,,,,,,,
TRI CN Equity,Thomson Reuters Corp,Industrials,Manufacturing,2022,Q2,2022-Q2,132.3005,18.26693657,65363226624,24.90322565,3.801261902,0.263070534,7.123087883,22829.0007,0.030701231,,,,,,,,
TRI CN Equity,Thomson Reuters Corp,Industrials,Manufacturing,2022,Q3,2022-Q3,140.3389,12.043204,68360245248,24.94805728,4.045911789,0.247163075,2.057807922,21799.00006,-0.045118078,,,,,,,,
TRI CN Equity,Thomson Reuters Corp,Industrials,Manufacturing,2022,Q4,2022-Q4,153.485,11.69591067,73755467776,25.02402097,4.688934803,0.213268054,4.270124912,21162.00038,-0.029221509,,,,,,,,
TRI CN Equity,Thomson Reuters Corp,Industrials,Manufacturing,2023,Q1,2023-Q1,180.5805,19.41880001,85417312256,25.17081464,5.074345112,0.197069765,6.101231098,21710.99955,0.025942688,0.551032016,0.62770648,0.229684922,0.760516774,0.551032016,0.62770648,0.229684922,0.760516774
TRI CN Equity,Thomson Reuters Corp,Industrials,Manufacturing,2023,Q2,2023-Q2,172.6913,27.45007187,81201971200,25.12020536,5.668434143,0.176415563,4.956227779,21034.99981,-0.031136279,0.551032016,0.62770648,0.229684922,0.760516774,0.551032016,0.62770648,0.229684922,0.760516774
TRI CN Equity,Thomson Reuters Corp,Industrials,Manufacturing,2023,Q3,2023-Q3,161.0291,18.23697716,75659640832,25.04951071,4.990873814,0.200365715,9.820090294,20888.99994,-0.006940807,0.551032016,0.62770648,0.229684922,0.760516774,0.551032016,0.62770648,0.229684922,0.760516774
TRI CN Equity,Thomson Reuters Corp,Industrials,Manufacturing,2023,Q4,2023-Q4,188.4388,10.47473288,88242290688,25.20335217,6.200641155,0.161273645,11.03404045,19349.00019,-0.073723,0.551032016,0.62770648,0.229684922,0.760516774,0.551032016,0.62770648,0.229684922,0.760516774
TRP CN Equity,TC Energy Corp,Energy,Natural Resources,2015,Q1,2015-Q1,27.9863,2.376681711,38372593664,24.37060934,2.261396885,0.442204554,3.273351908,58524.99968,0.023951953,,,,,,,,
TRP CN Equity,TC Energy Corp,Energy,Natural Resources,2015,Q2,2015-Q2,26.5008,4.227847552,35985838080,24.30639131,2.149101019,0.46531084,3.042494059,63815.99949,0.090405807,,,,,,,,
TRP CN Equity,TC Energy Corp,Energy,Natural Resources,2015,Q3,2015-Q3,22.2943,4.556372744,29917304832,24.12170291,1.771345973,0.564542453,3.116609097,62597.00122,-0.019101766,,,,,,,,
TRP CN Equity,TC Energy Corp,Energy,Natural Resources,2015,Q4,2015-Q4,24.1426,3.052570298,32039872512,24.19024698,2.279114008,0.438766993,2.884021044,65728,0.050018351,,,,,,,,
TRP CN Equity,TC Energy Corp,Energy,Natural Resources,2016,Q1,2016-Q1,27.5898,1.193775371,35861692416,24.3029355,2.617505074,0.382043195,-1.864581943,64398.00013,-0.020234906,,,,,,,,
TRP CN Equity,TC Energy Corp,Energy,Natural Resources,2016,Q2,2016-Q2,31.903,0.577315644,46731362304,24.56768135,2.972040892,0.336469126,-2.006668091,63957.99962,-0.006832518,,,,,,,,
TRP CN Equity,TC Energy Corp,Energy,Natural Resources,2016,Q3,2016-Q3,34.415,0.744348455,49982783488,24.63494445,2.833692074,0.352896495,-1.915588975,77621.00224,0.213624608,,,,,,,,
TRP CN Equity,TC Energy Corp,Energy,Natural Resources,2016,Q4,2016-Q4,33.647,0.43094283,52288294912,24.68003838,2.437851906,0.410197189,-2.452512026,87257.99731,0.124154479,,,,,,,,
TRP CN Equity,TC Energy Corp,Energy,Natural Resources,2017,Q1,2017-Q1,34.4539,2.014610732,53202268160,24.69736687,2.59385705,0.385526257,0.305676013,88050.9993,0.009088015,,,,,,,,
TRP CN Equity,TC Energy Corp,Energy,Natural Resources,2017,Q2,2017-Q2,35.0557,1.946454926,53843562496,24.70934869,2.625828028,0.380832252,0.84274298,88638.99648,0.006677916,,,,,,,,
TRP CN Equity,TC Energy Corp,Energy,Natural Resources,2017,Q3,2017-Q3,35.3257,1.991866664,53918736384,24.71074387,2.630916119,0.380095737,1.427394986,86314.00038,-0.026229946,,,,,,,,
TRP CN Equity,TC Energy Corp,Energy,Natural Resources,2017,Q4,2017-Q4,35.4052,1.662314125,53688619008,24.70646688,2.55945611,0.390708009,2.222644091,86409.00301,0.001100663,,,,,,,,
TRP CN Equity,TC Energy Corp,Energy,Natural Resources,2018,Q1,2018-Q1,31.2441,3.175517052,46959693824,24.57255549,2.13657093,0.468039692,3.625567913,86101.00019,-0.003564476,,,,,,,,
TRP CN Equity,TC Energy Corp,Energy,Natural Resources,2018,Q2,2018-Q2,33.763,5.010881788,50679660544,24.64879049,2.208457947,0.452804637,3.655523062,89010.00397,0.033785946,,,,,,,,
TRP CN Equity,TC Energy Corp,Energy,Natural Resources,2018,Q3,2018-Q3,31.4321,5.880453426,47740153856,24.58903868,1.995723009,0.501071539,3.5249331,92583.00211,0.040141534,,,,,,,,
TRP CN Equity,TC Energy Corp,Energy,Natural Resources,2018,Q4,2018-Q4,29.7375,3.200468918,44534558720,24.51953133,1.764827967,0.566627467,3.843044043,94177.00147,0.017216976,,,,,,,,
TRP CN Equity,TC Energy Corp,Energy,Natural Resources,2019,Q1,2019-Q1,37.0703,1.885364798,55410180096,24.73802917,2.161534071,0.462634392,4.001708031,98919.99744,0.050362571,,,,,,,,
TRP CN Equity,TC Energy Corp,Energy,Natural Resources,2019,Q2,2019-Q2,40.5654,2.770301487,60296978432,24.82254783,2.316612005,0.431664861,4.218585014,99346.99725,0.004316618,,,,,,,,
TRP CN Equity,TC Energy Corp,Energy,Natural Resources,2019,Q3,2019-Q3,43.3332,3.102486511,63989215232,24.88198039,2.410731077,0.414811926,4.515946865,98429.00173,-0.009240295,,,,,,,,
TRP CN Equity,TC Energy Corp,Energy,Natural Resources,2019,Q4,2019-Q4,44.1577,2.274208786,64622743552,24.89183225,2.422136068,0.412858721,4.256196976,99611.00083,0.012008647,,,,,,,,
TRP CN Equity,TC Energy Corp,Energy,Natural Resources,2020,Q1,2020-Q1,40.5,1.8991902,58696888320,24.79565255,2.080794096,0.480585754,4.17761898,99279.00365,-0.003332937,0.588511862,0.771690055,0.509867902,0.494242935,0.588511862,0.771690055,0.509867902,0.494242935
TRP CN Equity,TC Energy Corp,Energy,Natural Resources,2020,Q2,2020-Q2,38.0939,3.290432782,54513311744,24.72171076,1.914459944,0.522340519,4.13597393,107810.9962,0.085939547,0.588511862,0.771690055,0.509867902,0.494242935,0.588511862,0.771690055,0.509867902,0.494242935
TRP CN Equity,TC Energy Corp,Energy,Natural Resources,2020,Q3,2020-Q3,37.2239,3.721593694,52544471040,24.68492572,1.861881018,0.537091248,4.433990002,101797.0033,-0.055782742,0.588511862,0.771690055,0.509867902,0.494242935,0.588511862,0.771690055,0.509867902,0.494242935
TRP CN Equity,TC Energy Corp,Energy,Natural Resources,2020,Q4,2020-Q4,34.9992,1.58080477,48648314880,24.60788301,1.774199009,0.563634629,4.56835413,101861.9986,0.00063848,0.588511862,0.771690055,0.509867902,0.494242935,0.588511862,0.771690055,0.509867902,0.494242935
TRP CN Equity,TC Energy Corp,Energy,Natural Resources,2021,Q1,2021-Q1,39.5355,4.268989256,56353935360,24.75491791,2.049499989,0.487923887,4.62573719,100299.9972,-0.015334486,0.553147802,0.726521312,0.435343291,0.493758641,-0.03536406,-0.045168743,-0.074524611,-0.000484294
TRP CN Equity,TC Energy Corp,Energy,Natural Resources,2021,Q2,2021-Q2,42.6923,4.420332862,60033503232,24.81816863,2.105458021,0.474956038,2.318058968,99949.00275,-0.003499446,0.553147802,0.726521312,0.435343291,0.493758641,-0.03536406,-0.045168743,-0.074524611,-0.000484294
TRP CN Equity,TC Energy Corp,Energy,Natural Resources,2021,Q3,2021-Q3,43.0155,4.836331123,59691970560,24.81246335,2.064618111,0.484351074,2.069971085,101201.0025,0.012526386,0.553147802,0.726521312,0.435343291,0.493758641,-0.03536406,-0.045168743,-0.074524611,-0.000484294
TRP CN Equity,TC Energy Corp,Energy,Natural Resources,2021,Q4,2021-Q4,42.1191,5.166033945,57697898496,24.77848659,1.937692046,0.516077878,1.907114983,104522.9978,0.032825715,0.553147802,0.726521312,0.435343291,0.493758641,-0.03536406,-0.045168743,-0.074524611,-0.000484294
TRP CN Equity,TC Energy Corp,Energy,Natural Resources,2022,Q1,2022-Q1,51.1147,3.997515614,69158174720,24.95966211,2.363074064,0.423177595,1.911811948,104218.0014,-0.002917983,0.472055926,0.717253932,0.421174405,0.455607232,-0.081091875,-0.009267381,-0.014168886,-0.038151409
TRP CN Equity,TC Energy Corp,Energy,Natural Resources,2022,Q2,2022-Q2,48.9775,0.648085464,65574744064,24.90645646,2.175790071,0.459603164,3.278879881,105182.0032,0.009249859,0.472055926,0.717253932,0.421174405,0.455607232,-0.081091875,-0.009267381,-0.014168886,-0.038151409
TRP CN Equity,TC Energy Corp,Energy,Natural Resources,2022,Q3,2022-Q3,41.5165,1.996121632,56304181248,24.75403464,1.69224298,0.590931688,3.110291004,109132.9966,0.037563398,0.472055926,0.717253932,0.421174405,0.455607232,-0.081091875,-0.009267381,-0.014168886,-0.038151409
TRP CN Equity,TC Energy Corp,Energy,Natural Resources,2022,Q4,2022-Q4,40.955,2.223823396,54949490688,24.72968025,1.744994998,0.573067545,3.002824068,116802.0029,0.070272114,0.472055926,0.717253932,0.421174405,0.455607232,-0.081091875,-0.009267381,-0.014168886,-0.038151409
TRP CN Equity,TC Energy Corp,Energy,Natural Resources,2023,Q1,2023-Q1,40.586,3.202867597,53763223552,24.70785549,1.676720023,0.596402492,0.684460998,114347.9992,-0.021009945,0.340058834,0.618817416,0.385671997,0.500686346,-0.131997092,-0.098436515,-0.035502408,0.045079113
TRP CN Equity,TC Energy Corp,Energy,Natural Resources,2023,Q2,2023-Q2,42.0654,3.383497076,55118016512,24.73274248,1.757958055,0.568841786,1.510810018,119200.9974,0.042440604,0.340058834,0.618817416,0.385671997,0.500686346,-0.131997092,-0.098436515,-0.035502408,0.045079113
TRP CN Equity,TC Energy Corp,Energy,Natural Resources,2023,Q3,2023-Q3,37.4131,5.837843638,48461058048,24.60402639,1.555349946,0.642942125,0.924983978,117033.001,-0.018187737,0.340058834,0.618817416,0.385671997,0.500686346,-0.131997092,-0.098436515,-0.035502408,0.045079113
TRP CN Equity,TC Energy Corp,Energy,Natural Resources,2023,Q4,2023-Q4,42.1929,9.383804151,53700370432,24.70668574,1.983999014,0.504032509,0.008352,122649.002,0.047986474,0.340058834,0.618817416,0.385671997,0.500686346,-0.131997092,-0.098436515,-0.035502408,0.045079113
TSU CN EQUITY,Trisura Group Ltd,Financials,Service,2017,Q2,2017-Q2,5.425,0.122695422,125860000,18.65068074,1.193436027,0,-0.37183699,409.672992,-0.023194986,,,,,,,,
TSU CN EQUITY,Trisura Group Ltd,Financials,Service,2017,Q3,2017-Q3,6.65,0.213964318,154280000,18.85427969,1.193436027,0.837916719,-0.37183699,470.116992,0.147542067,,,,,,,,
TSU CN EQUITY,Trisura Group Ltd,Financials,Service,2017,Q4,2017-Q4,6.44,0.19563332,174562640,18.9777942,1.472867966,0.678947484,-0.37183699,476.183008,0.012903205,,,,,,,,
TSU CN EQUITY,Trisura Group Ltd,Financials,Service,2018,Q1,2018-Q1,6.4375,0.438583777,170508256,18.95429428,1.422616005,0.702930374,-0.075350001,488.36,0.025572084,,,,,,,,
TSU CN EQUITY,Trisura Group Ltd,Financials,Service,2018,Q2,2018-Q2,6.6525,0.471975017,176202912,18.9871468,1.396430016,0.716111791,1.240599036,486.023008,-0.004785388,,,,,,,,
TSU CN EQUITY,Trisura Group Ltd,Financials,Service,2018,Q3,2018-Q3,6.8875,0.47736691,182427280,19.02186219,1.408879042,0.709784141,0.95746398,528.353984,0.08709665,,,,,,,,
TSU CN EQUITY,Trisura Group Ltd,Financials,Service,2018,Q4,2018-Q4,6.525,1.294841327,172825856,18.96779503,1.441656947,0.693646295,1.340484977,557.771008,0.055676734,,,,,,,,
TSU CN EQUITY,Trisura Group Ltd,Financials,Service,2019,Q1,2019-Q1,7.5125,1.557672543,198981488,19.10872235,1.346498966,0.742666742,1.585911036,600.982016,0.077470875,0.172594571,0.167213115,0.329225908,0.087651875,0.172594571,0.167213115,0.329225908,0.087651875
TSU CN EQUITY,Trisura Group Ltd,Financials,Service,2019,Q2,2019-Q2,7.45,3.280084714,197326064,19.10036807,1.489738941,0.671258549,1.610474944,667.921984,0.111384311,0.172594571,0.167213115,0.329225908,0.087651875,0.172594571,0.167213115,0.329225908,0.087651875
TSU CN EQUITY,Trisura Group Ltd,Financials,Service,2019,Q3,2019-Q3,7.4725,5.253010397,256821424,19.36389155,1.543431044,0.647907144,0.652161002,750.472,0.123592303,0.172594571,0.167213115,0.329225908,0.087651875,0.172594571,0.167213115,0.329225908,0.087651875
TSU CN EQUITY,Trisura Group Ltd,Financials,Service,2019,Q4,2019-Q4,10.0675,5.582804095,355166048,19.68809598,1.407984972,0.710234853,0.353439003,886.892992,0.181780256,0.172594571,0.167213115,0.329225908,0.087651875,0.172594571,0.167213115,0.329225908,0.087651875
TSU CN EQUITY,Trisura Group Ltd,Financials,Service,2020,Q1,2020-Q1,10.245,5.929812392,361428000,19.70557341,1.866063952,0.535887314,0.64506501,978.393024,0.10316919,0.223228623,,0.428601253,0.110974547,0.050634051,-0.167213115,0.099375344,0.023322672
TSU CN EQUITY,Trisura Group Ltd,Financials,Service,2020,Q2,2020-Q2,15.3125,9.334808849,628968256,20.25959135,1.930498958,0.518000798,1.20906496,1143.064064,0.16830766,0.223228623,,0.428601253,0.110974547,0.050634051,-0.167213115,0.099375344,0.023322672
TSU CN EQUITY,Trisura Group Ltd,Financials,Service,2020,Q3,2020-Q3,21.1875,9.939995468,870286656,20.5843332,2.33437109,0.428380905,2.085863113,1327.613056,0.161451136,0.223228623,,0.428601253,0.110974547,0.050634051,-0.167213115,0.099375344,0.023322672
TSU CN EQUITY,Trisura Group Ltd,Financials,Service,2020,Q4,2020-Q4,22.2675,7.650838462,914648192,20.63405006,3.15474391,0.31698294,2.134828091,1517.516032,0.143040907,0.223228623,,0.428601253,0.110974547,0.050634051,-0.167213115,0.099375344,0.023322672
TSU CN EQUITY,Trisura Group Ltd,Financials,Service,2021,Q1,2021-Q1,29.7525,5.539063314,1222098048,20.92383493,3.1554389,0.316913124,2.416424036,1706.732032,0.124687974,0.305517494,,0.465228348,0.255913189,0.082288871,,0.036627096,0.144938642
TSU CN EQUITY,Trisura Group Ltd,Financials,Service,2021,Q2,2021-Q2,41.4475,6.960610007,1706300032,21.25759314,3.955475092,0.252814131,2.864197016,1886.685952,0.105437712,0.305517494,,0.465228348,0.255913189,0.082288871,,0.036627096,0.144938642
TSU CN EQUITY,Trisura Group Ltd,Financials,Service,2021,Q3,2021-Q3,43.24,7.009279564,1781232768,21.30057153,5.156761169,0.193920169,3.041059017,2203.460096,0.167899773,0.305517494,,0.465228348,0.255913189,0.082288871,,0.036627096,0.144938642
TSU CN EQUITY,Trisura Group Ltd,Financials,Service,2021,Q4,2021-Q4,47.69,5.81257258,1964546432,21.39852723,5.08534193,0.196643611,3.088737011,2575.612928,0.168894745,0.305517494,,0.465228348,0.255913189,0.082288871,,0.036627096,0.144938642
TSU CN EQUITY,Trisura Group Ltd,Financials,Service,2022,Q1,2022-Q1,34.37,6.0082055,1416872192,21.0717176,5.471651077,0.182760192,2.658077955,3000.354048,0.164908754,0.328262653,0.011678832,0.534187599,0.242208076,0.022745158,0.011678832,0.06895925,-0.013705113
TSU CN EQUITY,Trisura Group Ltd,Financials,Service,2022,Q2,2022-Q2,33.33,5.679283992,1375428864,21.04203142,3.963167906,0.2523234,2.625077009,3011.533056,0.003725896,0.328262653,0.011678832,0.534187599,0.242208076,0.022745158,0.011678832,0.06895925,-0.013705113
TSU CN EQUITY,Trisura Group Ltd,Financials,Service,2022,Q3,2022-Q3,33.41,6.598292708,1532544640,21.15019535,3.854737997,0.259421004,2.374910116,3489.135104,0.158591003,0.328262653,0.011678832,0.534187599,0.242208076,0.022745158,0.011678832,0.06895925,-0.013705113
TSU CN EQUITY,Trisura Group Ltd,Financials,Service,2022,Q4,2022-Q4,45.29,3.065065252,2077961216,21.45465307,2.904881001,0.344248181,2.233637094,4165.49888,0.193848549,0.328262653,0.011678832,0.534187599,0.242208076,0.022745158,0.011678832,0.06895925,-0.013705113
TSU CN EQUITY,Trisura Group Ltd,Financials,Service,2023,Q1,2023-Q1,33.09,4.924045593,1518210176,21.14079796,4.268782139,0.234258851,0.958576977,2798.864896,-0.328084108,0.301853031,0.012454212,0.480224494,0.231648582,-0.026409622,0.00077538,-0.053963105,-0.010559495
TSU CN EQUITY,Trisura Group Ltd,Financials,Service,2023,Q2,2023-Q2,37.57,5.681179455,1726680960,21.26946688,2.959408045,0.337905414,0.692013979,2977.07392,0.063671892,0.301853031,0.012454212,0.480224494,0.231648582,-0.026409622,0.00077538,-0.053963105,-0.010559495
TSU CN EQUITY,Trisura Group Ltd,Financials,Service,2023,Q3,2023-Q3,30.13,4.114644578,1433556352,21.08342415,3.24911809,0.307775825,0.827103972,3120.189952,0.048072717,0.301853031,0.012454212,0.480224494,0.231648582,-0.026409622,0.00077538,-0.053963105,-0.010559495
TSU CN EQUITY,Trisura Group Ltd,Financials,Service,2023,Q4,2023-Q4,34,1.74005747,1617687168,21.20426329,2.386586905,0.419008417,0.486764014,3404.909056,0.091250568,0.301853031,0.012454212,0.480224494,0.231648582,-0.026409622,0.00077538,-0.053963105,-0.010559495
TVE CN EQUITY,Tamarack Valley Energy Ltd,Energy,Natural Resources,2015,Q1,2015-Q1,4.11,0.664203784,320285984,19.58472485,0.834550977,1.198249152,-6.560104847,497.578432,-0.052237508,,,,,,,,
TVE CN EQUITY,Tamarack Valley Energy Ltd,Energy,Natural Resources,2015,Q2,2015-Q2,3.53,0.691568266,344943680,19.65889172,1.066494942,0.937650954,-8.354498863,482.226688,-0.030852913,,,,,,,,
